candidateId,value
630665b89fa239004bddd4b7,Universidad Peruana Unión
630665b89fa239004bddd4bf,Universidad San Ignacio De Loyola
630665b89fa239004bddd4bf,Universidad Privada Del Norte
630665b89fa239004bddd4bf,I.e.p  Ingenieros Uni
630665b89fa239004bddd4ca,Zegel Ipae
630665b89fa239004bddd4d1,Universidad Cesar Vallejo
630665b89fa239004bddd4d7,Universidad Autonoma Del Peru
630665b89fa239004bddd4d7,Universidad Alas Peruanas
630665b89fa239004bddd4df,Cpeei. Nuestra Señora De Montserrat
630665b89fa239004bddd4e5,Cepeban
630665b89fa239004bddd4e5,Cepeban
630665b89fa239004bddd4f7,Isil
630665b89fa239004bddd4fe,Instituto De Formación Bancaria
630665b89fa239004bddd507,Idat
630665b89fa239004bddd50e,Instituto Superior Tecnológico Público Julio Cesar Tello
630665b89fa239004bddd516,Universidad Peruana De Ciencias Aplicadas
630665b89fa239004bddd516,Instituto De Formación Bancaria Certus
630665b89fa239004bddd51e,Cepeban
630665b89fa239004bddd525,Universidad Privada Del Norte
630665b89fa239004bddd52d,Universidad Cesar Vallejo
630665b89fa239004bddd538,Universidad San Martin De Porres
630665b89fa239004bddd541,Instituto Sise
630665b89fa239004bddd549,Centro Peruano De  Estudios Bancarios - Cepeban
630665b89fa239004bddd554,Toulouse Lautrec
630665b89fa239004bddd55a,Isil
630665b89fa239004bddd55a,Avia
630665b89fa239004bddd55a,María Auxiliadora - Breña
630665b89fa239004bddd565,Instituto Superior Tecnológico Argentina
630665b89fa239004bddd565,Cesar Vallejo
630665b89fa239004bddd570,Instituto Del Sur
630665b89fa239004bddd576,Universidad Cesar Vallejo
630665b89fa239004bddd576,Adex
630665b89fa239004bddd57f,Certus
630665b89fa239004bddd586,Certus
630665b89fa239004bddd58c,Instituto Sise
630665b89fa239004bddd593,Icpna
630665b89fa239004bddd593,Universidad Nacional Mayor De San Marcos
630665b89fa239004bddd59c,Universidad San Luis Gonzaga De Ica
630665b89fa239004bddd5a2,Certus
630665b89fa239004bddd5a9,Universidad San Ignacio De Loyola
630665b89fa239004bddd5af,Universidad Privada Del Norte
630665b89fa239004bddd5b6,Instituto De Formación Bancaria - Ifb Certus
630665b89fa239004bddd5be,Certus
630665b89fa239004bddd5c7,Instituto Sise
630665b89fa239004bddd5ce,Certus
630665b89fa239004bddd5d5,Asociación De Educación Empresarial Continua - Adec
630665b89fa239004bddd5d5,Universidad Cientifica Del Sur
630665b89fa239004bddd5d5,Instituto Superior Sise
630665b89fa239004bddd5de,N° 200 – Pgpe       Tte. Crl “ Alfredo Bonifaz “
630665b89fa239004bddd5e9,Ifb Certus
630665b89fa239004bddd5f0,Ifb Certus
630665b89fa239004bddd5f7,Certus
630665b89fa239004bddd5fe,Upc
630665b89fa239004bddd60a,Idat
630665b89fa239004bddd612,Instituto Certus
630665b89fa239004bddd619,Universidad Nacional De Moquegua
630665b89fa239004bddd619,Luis  E. Valcárcel
630665b89fa239004bddd622,Británico
630665b89fa239004bddd629,Colegio El Carmelo
630665b89fa239004bddd630,Instituto Tecnológico Idat
630665b89fa239004bddd644,Universidad Privada Telesup
630665b89fa239004bddd64e,Cibertec
630665b89fa239004bddd655,Universidad
630665b89fa239004bddd65c,Certus
630665b89fa239004bddd65c,Certus
630665b89fa239004bddd665,Universidad Tecnológica Del Perú
630665b89fa239004bddd665,Colegio Nicolás Copérnico Sjl
630665b89fa239004bddd672,Universidad Privada Del Norte
630665b89fa239004bddd67a,Ifb Certus
630665b89fa239004bddd682,Certus
630665b89fa239004bddd689,Universidad Tecnológica Del Perú
630665b89fa239004bddd689,Ifb Certus
630665b89fa239004bddd698,Universidad Tecnológica Del Perú
630665b89fa239004bddd6a3,Instituto Superior Tecnico Profesional Carlos Cueto Fernandini
630665b89fa239004bddd6ab,Universidad Tecnológica Del Perú
630665b89fa239004bddd6b1,Universidad Alas Peruanas
630665b89fa239004bddd6bd,Universidad César Vallejo
630665b89fa239004bddd6c3,Ifb Certus
630665b89fa239004bddd6ca,Universidad Autónoma Del Perú
630665b89fa239004bddd6d4,Universidad Privada Del Norte
630665b89fa239004bddd6db,Idat
630665b89fa239004bddd6e2,Universidad Peruana De Ciencias Aplicadas (upc)
630665b89fa239004bddd6e2,Instituto De Idiomas De La Pontificia Universidad Católica Del Perú
630665b89fa239004bddd6e2,Instituto Superior Columbia
630665b89fa239004bddd6e2,Instituto Cultural Peruano Norteamericano (icpna)
630665b89fa239004bddd6e2,Liceo Naval Contralmirante Lizardo Montero
630665b89fa239004bddd6f1,Certus-ate
630665b89fa239004bddd6f9,Universidad Nacional Federico Villarreal
630665b89fa239004bddd6ff,Intur Peru
630665b89fa239004bddd6ff,Instituto Peruano Britanico
630665b89fa239004bddd6ff,Universidad De Ingenieria
630665b89fa239004bddd714,Certus
630665b89fa239004bddd71a,Universidad Nacional Del Callao
630665b89fa239004bddd72c,Universida Peruana De Ciencias Aplicadas
630665b89fa239004bddd73a,Instituto Idat
630665b89fa239004bddd746,Universidad Alas Peruanas
630665b99fa239004bddd754,Universidad Privada Del Norte
630665b99fa239004bddd754,Sise
630665b99fa239004bddd75d,Utp Lima Norte
630665b99fa239004bddd765,Idat
630665b99fa239004bddd76e,Instituto De Formación Bancaria Certus
630665b99fa239004bddd775,Zegel Ipae
630665b99fa239004bddd77c,Isil
630665b99fa239004bddd785,Certus
630665b99fa239004bddd78b,Certus
630665b99fa239004bddd792,Certus
630665b99fa239004bddd79e,Ifb Certus - Administracion
630665b99fa239004bddd7a7,Instituto Cesca
630665b99fa239004bddd7b2,Certus
630665b99fa239004bddd7bb,Maria Rosario Araoz Pinto
630665b99fa239004bddd7c4,Cesar Vallejo
630665b99fa239004bddd7cd,Certus
630665b99fa239004bddd7d5,Senati
630665b99fa239004bddd7e1,I.e.p San Ricardo
630665b99fa239004bddd7e1,I.e.p María De Las Mercedes
630665b99fa239004bddd7ee,Universidad Nacional De Trujillo
630665b99fa239004bddd7f4,Ifb Certus
630665b99fa239004bddd803,Universidad Ricardo Palma
630665b99fa239004bddd80b,Universidad Nacional De Ingeniería
630665b99fa239004bddd817,Instituto Idat
630665b99fa239004bddd817,Instituto Cibertec
630665b99fa239004bddd817,Fe Y Alegria 2
630665b99fa239004bddd824,Isil
630665b99fa239004bddd82a,Senati
630665b99fa239004bddd831,Universidad Privada Del Norte
630665b99fa239004bddd83e,Universidad Peruana De Los Andes
630665b99fa239004bddd846,Ifb
630665b99fa239004bddd84e,Universidad Peruana De Ciencias Aplicadas
630665b99fa239004bddd858,Universidad Alas Peruanas
630665b99fa239004bddd868,Unalm
630665b99fa239004bddd868,Unfv
630665b99fa239004bddd872,Cajera Comercial
630665b99fa239004bddd879,Certus
630665b99fa239004bddd883,Universidad Privada Del Norte (upn)
630665b99fa239004bddd883,Trilce
630665b99fa239004bddd88d,Ifb - Certus
630665b99fa239004bddd896,Universidad César Vallejo
630665b99fa239004bddd89c,Certus
630665b99fa239004bddd8a4,Cibertec
630665b99fa239004bddd8ab,Instituto Sise
630665b99fa239004bddd8b6,Sise
630665b99fa239004bddd8bd,Zegel Ipae
630665b99fa239004bddd8c7,Universidad Privada Del Norte
630665b99fa239004bddd8ce,Universidad Privada Del Norte Upn
630665b99fa239004bddd8d6,Ifb Certus
630665b99fa239004bddd8dc,Certus
630665b99fa239004bddd8e7,Instituto Ismen
630665b99fa239004bddd8ee,Adex
630665b99fa239004bddd8ff,Universidad Continental
630665b99fa239004bddd8ff,Nuestra Señora De Fatima
630665b99fa239004bddd90f,Instituto De Formación Bancaria - Certus
630665b99fa239004bddd90f,Universidad Privada Telesup
630665b99fa239004bddd90f,Cibertec
630665b99fa239004bddd91c,San Ignacio De Loyola
630665b99fa239004bddd922,Certus Ifb
630665b99fa239004bddd92a,Ifb Certus
630665b99fa239004bddd933,Universidad  Nacional  Del Callao
630665b99fa239004bddd93a,Insituto Certus
630665b99fa239004bddd940,Certus
630665b99fa239004bddd946,Universidad Peruana Los Andes
630665b99fa239004bddd94e,Cibertec
630665b99fa239004bddd954,Universidad Nacional De Trujillo - Unitru
630665b99fa239004bddd95a,Zegel Ipae
630665b99fa239004bddd963,Certus
630665b99fa239004bddd96b,Universidad Privada Del Norte
630665b99fa239004bddd972,Sencico
630665b99fa239004bddd979,Universidad César Vallejo
630665b99fa239004bddd991,Universidad Privada Del Norte - Upn
630665b99fa239004bddd99a,Instituto Idat
630665b99fa239004bddd9a1,Instituto De Educación Superior Tecnológico Privado Cibertec
630665b99fa239004bddd9a7,Universidad Nacional De Trujillo
630665b99fa239004bddd9a7,San Juan
630665b99fa239004bddd9b1,Certus
630665b99fa239004bddd9b8,Universidad Privada Del Norte - Upn
630665b99fa239004bddd9c2,Certus
630665b99fa239004bddd9cf,Universidad San Ignacio De Loyola - Usil
630665b99fa239004bddd9cf,Lumbreras
630665b99fa239004bddd9dd,Universidad Peruana De Ciencias Aplicadas
630665b99fa239004bddd9e3,Sise
630665b99fa239004bddd9e3,Stpol
630665b99fa239004bddd9eb,Certus
630665b99fa239004bddd9f2,Cepeban
630665b99fa239004bddd9f9,Universidad San Ignacio De Loyola - Usil
630665b99fa239004bddd9ff,Certus
630665b99fa239004bddd9ff,I.e San Felipe-comas
630665b99fa239004bddda07,Cepeban
630665b99fa239004bddda07,Instituto Superior Sise
630665b99fa239004bddda07,Jorge Basadre Grohmann 6089
630665b99fa239004bddda10,Instituto Cibertec
630665b99fa239004bddda1b,Callao
630665b99fa239004bddda21,Universidad Tecnologica Del Peru
630665b99fa239004bddda28,Certus Ifb
630665b99fa239004bddda31,Universidad Nacional Hermilio Valdizan
630665b99fa239004bddda37,Universidad Privada Del Norte
630665b99fa239004bddda3d,Instituto De Formación Bancaria - Ifb
630665b99fa239004bddda47,Instituto Tecnologico Publico Argentina
630665b99fa239004bddda47,La Uni
630665b99fa239004bddda55,Universidad Privada Del Norte
630665b99fa239004bddda5c,Universidad Tecnológica Del Perú
630665b99fa239004bddda64,Cepeban Los Olivos
630665b99fa239004bddda6b,Lalito José María Arguedas
630665b99fa239004bddda72,Instituto Sise
630665b99fa239004bddda7a,Cepeban
630665b99fa239004bddda80,Universidad Norbert Wiener
630665b99fa239004bddda86,Sise
630665b99fa239004bddda8d,Universidad Privada Del Norte
630665b99fa239004bddda94,Universidad Alas Peruanas
630665b99fa239004bddda9b,Certus
630665b99fa239004bdddaa3,Instituto   Cepeban
630665b99fa239004bdddaa3,Colegio N° 6023 Julio. C. Tello
630665b99fa239004bdddaab,Certus
630665b99fa239004bdddaba,Universidad Privada Del Norte - Upn
630665b99fa239004bdddac2,Instituto Peruano De Acción Empresarial - Ipae
630665b99fa239004bdddacb,Universidad Cesar Vallejo
630665b99fa239004bdddacb,Universidad De San Martin De Porres
630665b99fa239004bdddacb,Universidad Alas Peruanas
630665b99fa239004bdddad5,Universidad César Vallejo
630665b99fa239004bdddad5,Alianza Francesa
630665b99fa239004bdddad5,Carrion
630665b99fa239004bdddae0,Zegel Ipae
630665b99fa239004bdddae7,Utp
630665b99fa239004bdddae7,Sise
630665b99fa239004bdddaf0,Certus
630665b99fa239004bdddaf7,Certus
630665b99fa239004bdddaf7,I.e. 28 La Libertad
630665b99fa239004bdddb00,Surco
630665b99fa239004bdddb07,Instituto De Educación Superior Publico Guadalupe
630665b99fa239004bdddb10,Telesup
630665b99fa239004bdddb10,Antonia Moreno De Caceres
630665b99fa239004bdddb21,Universidad Nacional Daniel Alcides Carrion
630665b99fa239004bdddb2a,Certus
630665b99fa239004bdddb33,Cepeban
630665b99fa239004bdddb3b,Certus
630665b99fa239004bdddb42,Instituto Sise
630665b99fa239004bdddb4e,Comunicacion Integral
630665b99fa239004bdddb58,Computron
630665b99fa239004bdddb58,Ifb Certus
630665b99fa239004bdddb58,Ifb Certus
630665b99fa239004bdddb66,Isil ( Instituto San Ignacio De Loyola)
630665b99fa239004bdddb6e,Universidad Autonoma De  Ica
630665b99fa239004bdddb76,Cibertec
630665b99fa239004bdddb7c,I.e.s.t.p Luis Negreiros Vega
630665b99fa239004bdddb7c,Instituto Cultural Peruano Norteamericano (icpna)
630665b99fa239004bdddb83,Instituto Sise
630665b99fa239004bdddb8f,Universidad Nacional Mayor De San Marcos
630665b99fa239004bdddb97,Britanico
630665b99fa239004bdddb97,Instituto San Ignacio De Loyola - Isil
630665b99fa239004bdddb9e,Ifb - Certus
630665b99fa239004bdddba6,Instituto Santa Rosa
630665b99fa239004bdddbae,Instituto Privado Certus
630665b99fa239004bdddbb4,Instituto De Formación Bancaria - Certus
630665b99fa239004bdddbb4,I.e.p Union Y Porvenir
630665b99fa239004bdddbc3,Certus
630665b99fa239004bdddbc3,Utp
630665b99fa239004bdddbca,Instituto Sise
630665b99fa239004bdddbd7,Universidad Privada Norbert Wiener - U Wiener
630665b99fa239004bdddbdf,Universidad Alas Peruanas - Uap
630665b99fa239004bdddbe7,Universidad Peruana De Ciencias Aplicadas
630665b99fa239004bdddbef,Sise
630665b99fa239004bdddbf9,Universidad San Ignacio De Loyola
630665b99fa239004bdddc00,Universidad Cesar Vallejo
630665b99fa239004bdddc12,Universidad Nacional Mayor De San Marcos
630665b99fa239004bdddc19,Universidad Cesar Vallejo
630665b99fa239004bdddc25,Universidad Del Pacifico
630665b99fa239004bdddc2d,Universidad Privada Del Norte
630665b99fa239004bdddc38,Upc - Universidad Peruana De Ciencias Aplicadas
630665b99fa239004bdddc38,Asociación Cultural Peruano Británica
630665b99fa239004bdddc42,Certus
630665b99fa239004bdddc42,Carrion
630665b99fa239004bdddc4f,Ifb Certus
630665b99fa239004bdddc56,Senati
630665b99fa239004bdddc5c,Instituto De Formación Bancaria - Ifb
630665b99fa239004bdddc62,Instituto Tecnológico Cibertec
630665b99fa239004bdddc69,Matellini
630665b99fa239004bdddc69,Saco Oliveros
630665b99fa239004bdddc71,Instituto Superior Sise
630665b99fa239004bdddc79,El Buen Pastor
630665b99fa239004bdddc8b,Instituto Superior Tecnológico Khipu
630665b99fa239004bdddc93,Universidad Tecnologica Del Peru
630665b99fa239004bdddc9a,I.e General Prado
630665b99fa239004bdddca4,Catolica Centro De Idiomas
630665b99fa239004bdddca4,Columbia
630665b99fa239004bdddcae,Universidad Cesar Vallejo
630665b99fa239004bdddcae,Instituto Superior Tecnológico Argentina
630665b99fa239004bdddcb8,Instituto Sise
630665b99fa239004bdddcbf,Certus
630665b99fa239004bdddcc7,Sise
630665b99fa239004bdddccf,Sise
630665b99fa239004bdddcd6,Sise
630665b99fa239004bdddcdd,Isil
630665b99fa239004bdddce4,Universidad Cesar Vallejo - Ucv
630665b99fa239004bdddcf4,Universidad Nacional Federico Villarreal
630665b99fa239004bdddcfb,Universidad  Maria Auxiliadora
630665b99fa239004bdddd04,Universidad Tecnológica Del Perú
630665b99fa239004bdddd0c,Zegel Ipae
630665b99fa239004bdddd0c,Ifb
630665b99fa239004bdddd28,Instituto Superior Técnico Público Argentina
630665b99fa239004bdddd2f,Universidad César Vallejo
630665b99fa239004bdddd2f,Colegio Genes
630665b99fa239004bdddd37,Instituto Santa Rosa
630665b99fa239004bdddd3e,Certus Ifb
630665b99fa239004bdddd45,Universidad Cesar Vallejo - Ucv
630665b99fa239004bdddd4e,Universidad Tecnológica Del Perú
630665b99fa239004bdddd4e,Instituto Genova
630665b99fa239004bdddd56,Instituto Sabio Nacional Antunez De Mayolo
630665b99fa239004bdddd62,Instituto De Formación Bancaria - Ifb
630665b99fa239004bdddd6c,Ceprebanko
630665bc594e18004af0822c,Univeridad Privada Del Norte
630665bc594e18004af08234,María Rosario Araozpinto
630665bc594e18004af0823a,Cesar Vallejo
630665bc594e18004af0823a,Certus
630665bc594e18004af08244,Idat
630665bc594e18004af0824c,Universidad Tecnológica Del Perú
630665bc594e18004af08254,Universidad Nacional Del Callao
630665bc594e18004af0825b,Itae Instituto Tecnológico De Administración
630665bc594e18004af08264,Instituto De Formación Bancaria - Ifb
630665bc594e18004af0826e,Certus
630665bc594e18004af08276,Universidad De San Martin De Porres - Usmp
630665bc594e18004af0827e,Senati
630665bc594e18004af08285,Instituto Certus
630665bc594e18004af0828d,Idat
630665bc594e18004af08294,Universidad Privada Del Norte
630665bc594e18004af0829b,Universidad Cesar Vallejo - Ucv
630665bc594e18004af082a4,Certus
630665bc594e18004af082af,Zegel Ipae
630665bc594e18004af082b7,Upc
630665bc594e18004af082be,Universidad Privada Del Norte
630665bc594e18004af082c7,Instituto Cibertec
630665bc594e18004af082cf,Universidad Privada Del Norte (upn)
630665bc594e18004af082d5,Ifb Certus
630665bc594e18004af082de,Sise
630665bc594e18004af082ea,Certus
630665bc594e18004af082f0,Certus
630665bc594e18004af082f7,Universidad Peruana De Ciencias Aplicadas
630665bc594e18004af082f7,Instituto Cultural Peruano Norteamericano
630665bc594e18004af082f7,I.e Por Convenio 000 María Auxiliadora
630665bc594e18004af08302,Universidad Católica De Santa María
630665bc594e18004af08302,Instituto Del Sur
630665bc594e18004af08312,Universidad Privada Del Norte
630665bc594e18004af08312,Instituto Sise
630665bc594e18004af08320,Universidad San Ignacio De Loyola
630665bc594e18004af08320,Certus
630665bc594e18004af08328,Isil
630665bc594e18004af08330,Columbia
630665bc594e18004af08337,Instituto Columbia
630665bc594e18004af0833f,Instituto Sise
630665bc594e18004af08346,Certus
630665bc594e18004af0834e,Universidad Privada Del Norte
630665bc594e18004af08356,Certus
630665bc594e18004af0835e,Sise
630665bc594e18004af08364,Universidad Inca Garcilaso De La Vega - Uigv
630665bc594e18004af0836c,Adex
630665bc594e18004af08373,Upc
630665bc594e18004af0837b,Universidad Nacional Del Callao - Unac
630665bc594e18004af08381,Icpna
630665bc594e18004af08381,Certus
630665bc594e18004af08388,Instituto De Formación Bancaria - Certus
630665bc594e18004af08394,Certus
630665bc594e18004af0839c,Universidad Nacional De Ingeniería
630665bc594e18004af083a4,Cesar Vallejo
630665bc594e18004af083a4,Cimas
630665bc594e18004af083ae,Instituto De Formación Bancaria - Ifb
630665bc594e18004af083b6,Universidad Nacional Federico Villarreal
630665bc594e18004af083bd,Virtual
630665bc594e18004af083c4,Cepeban
630665bc594e18004af083cb,Universidad Tecnológica Del Perú
630665bc594e18004af083cb,I.e.p San Carlos
630665bc594e18004af083d3,Certus
630665bc594e18004af083d3,Ifb Certus
630665bc594e18004af083d3,José Pardo
630665bc594e18004af083dc,Universidad Tecnológica Del Perú - Utp
630665bc594e18004af083dc,Instituto Sise
630665bc594e18004af083eb,Universidad Católica San Pablo
630665bc594e18004af083f2,Upc
630665bc594e18004af083f8,Universidad Nacional Mayor De San Marcos
630665bc594e18004af083ff,Universidad Privada Del Norte
630665bc594e18004af083ff,Senati
630665bc594e18004af0840a,Cibertec
630665bc594e18004af08414,Certus
630665bc594e18004af0841c,Instituto Idat
630665bc594e18004af08426,Instituto De Formación Bancaria - Ifb
630665bc594e18004af0842f,Universidad César Vallejo
630665bc594e18004af0842f,Santo Domingo De Guzmán
630665bc594e18004af08437,Universidad Cesar Vallejo
630665bc594e18004af0843d,Sise
630665bc594e18004af08444,Idat
630665bc594e18004af08444,Upn
630665bc594e18004af0844b,Cibertec
630665bc594e18004af0844b,Henri Menard
630665bc594e18004af08454,Upc
630665bc594e18004af08454,Certus
630665bc594e18004af0845b,Universidad Privada Del Norte - Unp
630665bc594e18004af0845b,Secundaria Completa
630665bc594e18004af0845b,Primaria Completa
630665bc594e18004af08467,Ifb Certus
630665bc594e18004af08470,Universidad Peruana De Ciencias Aplicadas - Upc
630665bc594e18004af08478,Certus
630665bc594e18004af0847f,Universidad Tecnológica  Del Peru
630665bc594e18004af08487,Universidad Católica Sedes Sapentiae
630665bc594e18004af0848e,Avia
630665bc594e18004af08494,Isil
630665bc594e18004af0849b,I.e Manuel Gonzales Prada 0089
630665bc594e18004af084a2,Utp
630665bc594e18004af084a8,I.e 2078 Nuestra Señora De Lourdes
630665bc594e18004af084b1,Universidad Nacional Federico Villarreal
630665bc594e18004af084b9,Utp
630665bc594e18004af084b9,Instituto Idat
630665bc594e18004af084c2,Certus
630665bc594e18004af084c8,Universidad Nacional Hermilio Valdizán
630665bc594e18004af084d7,Certus
630665bc594e18004af084df,Titulada
630665bc594e18004af084e5,Universidad San Ignacio De Loyola - Usil
630665bc594e18004af084e5,Centro De Extensión Y Proyección Social - Ceps Uni
630665bc594e18004af084f5,Escuela De Aduanas
630665bc594e18004af084fc,Universidad Nacional De Trujillo
630665bc594e18004af08506,Universidad Privada Del Norte
630665bc594e18004af0850c,Universidad Tecnológica Del Perú
630665bc594e18004af08514,Universidad Autónoma Del Peru
630665bc594e18004af0851a,Universidad Nacional Federico Villareal
630665bc594e18004af08522,Instituto De Formación Bancaria - Ifb
630665bc594e18004af0852b,I.e 58 Santa Maria
630665bc594e18004af08533,Estudiante
630665bc594e18004af0853c,Universidad César Vallejo (ucv)
630665bc594e18004af08543,Utp
630665bc594e18004af0854d,Certus
630665bc594e18004af08554,Inca Garcilaso De La Vega
630665bc594e18004af0855a,Cesar Vallejo
630665bc594e18004af08561,Idat
630665bc594e18004af08567,Universidad Peruana Los Andes
630665bc594e18004af0856d,Universidad San Ignacio De Loyola - Usil
630665bc594e18004af08575,Universidad Privada Del Norte
630665bc594e18004af08575,Instituto De Formación Bancaria - Ifb
630665bc594e18004af0857d,Universidad Nacional Jose Faustino Sanchez Carrion
630665bc594e18004af08585,Instituto Certus
630665bc594e18004af0858e,Cepeban
630665bc594e18004af0858e,Cepeban
630665bc594e18004af0858e,Idat
630665bc594e18004af08596,Colegio Peruano Chino Juan 23
630665bc594e18004af085a5,Adex
630665bc594e18004af085ac,Instituto De Formación Bancaria - Ifb
630665bc594e18004af085b3,Certus
630665bc594e18004af085ba,Ifb - Certus
630665bc594e18004af085c1,Itn Cibertec
630665bc594e18004af085c9,Universidad Tecnológica Del Perú
630665bc594e18004af085d1,Universidad De Carabobo
630665bc594e18004af085da,Certus
630665bc594e18004af085e1,Universidad Ricardo Palma
630665bc594e18004af085ec,Idat
630665bc594e18004af085ec,Universidad Privada Del Norte
630665bc594e18004af085ec,Universidad Cesar Vallejo
630665bc594e18004af085f8,Universidad Cesar Vallejo
630665bc594e18004af08600,Instituto Sise
630665bc594e18004af0860a,Cibertec
630665bc594e18004af08617,Universidad Marcelino Champagnat
630665bc594e18004af0861e,Instituto Superior Sise
630665bc594e18004af08626,Instituto De Formación Bancaria - Ifb
630665bc594e18004af0862f,Certus
630665bc594e18004af08636,Idat
630665bc594e18004af0863d,Ifb-certus
630665bc594e18004af08644,Jesús Redentor
630665bc594e18004af0864c,Instituto Sise
630665bc594e18004af08652,Universidad Cesar Vallejo
630665bc594e18004af08659,Instituto De Formación Bancaria - Ifb
630665bc594e18004af08660,Instituto De Formación Bancaria - Certus
630665bc594e18004af08660,Centro Peruano De  Estudios Bancarios - Cepeban
630665bc594e18004af0866a,Isil
630665bc594e18004af08671,Idat
630665bc594e18004af08678,Certus
630665bc594e18004af0867e,Instituto Sisw
630665bc594e18004af08686,Universidad Tegnologica Del Perú
630665bc594e18004af0868e,Universidad Tecnológica Del Perú - Utp
630665bc594e18004af08695,Universidad Ricardo Palma
630665bc594e18004af0869e,Universidad Cesar Vallejo - Ucv
630665bc594e18004af086ae,Universidad Privada San Juan Bautista - Upsjb
630665bc594e18004af086b6,Universidad Alas Peruanas
630665bc594e18004af086b6,Senati
630665bc594e18004af086b6,Cepeban
630665bc594e18004af086be,Instituto De Formación Bancaria - Ifb
630665bc594e18004af086c6,Instituto Tecnológico Idat
630665bc594e18004af086c6,I.e 7- Juan Velasco Alvarado
630665bc594e18004af086d0,Centro Peruano De  Estudios Bancarios - Cepeban
630665bc594e18004af086e2,Sise
630665bc594e18004af086ec,Instituto Idat
630665bc594e18004af086f5,Universidad Nacional De Ingenieria
630665bc594e18004af086f5,Colegio La Salle
630665bc594e18004af086fe,Buen Pastor
630665bc594e18004af08704,Certus
630665bc594e18004af0870c,Certus
630665bc594e18004af08714,Usil
630665bc594e18004af0871c,Universidad César Vallejo
630665bc594e18004af0871c,Administración De Empresas
630665bc594e18004af08725,Universidad Nacional De San Martín
630665bc594e18004af08730,Universidad Tecnológica Del Perú
630665bc594e18004af08736,Universidad Peruana De Las Américas
630665bc594e18004af08736,Juana Moreno
630665bc594e18004af0873f,Sencico
630665bc594e18004af0873f,Instituto San Ignacio De Loyola - Isil
630665bc594e18004af0873f,Universidad De San Martin De Porres - Usmp
630665bc594e18004af0874c,Universidad San Marcos
630665bc594e18004af0874c,Cepeban
630665bc594e18004af0874c,Peruano Japones
630665bc594e18004af0874c,Britanico
630665bc9fa239004bddfb80,Daniel Alcides Carrion
630665bc9fa239004bddfb86,Universidad Privada Del Norte
630665bc9fa239004bddfb86,Ceba Mentor (ex-gamor)
630665bc9fa239004bddfb86,Colegio Trilce
630665bc9fa239004bddfb8f,Institución Educativa Emblemática Independencia
630665bc9fa239004bddfb98,Universidad Privada Del Norte
630665bc9fa239004bddfb9e,Cepeban
630665bc9fa239004bddfba6,Certus
630665bc9fa239004bddfbb4,Upc
630665bc9fa239004bddfbbb,Senati
630665bc9fa239004bddfbc6,Universidad Peruana De Ciencias Aplicadas
630665bc9fa239004bddfbcd,Instituto De Formación Bancaria - Ifb
630665bc9fa239004bddfbd5,Universidad Nacional Federico Villarreal
630665bc9fa239004bddfbdc,Sise
630665bc9fa239004bddfbe4,Universidad Tecnológica De Los Andes
630665bc9fa239004bddfbec,Universidad Alas Peruanas
630665bc9fa239004bddfbf6,Nuestra Señora Del Rosario
630665bc9fa239004bddfbfc,San Juan De Lurigancho
630665bc9fa239004bddfbfc,Villa El Salvador
630665bc9fa239004bddfc04,Universidad Nacional De San Cristóbal De Huamanga
630665bc9fa239004bddfc0a,Idat
630665bc9fa239004bddfc14,I.s.t.p Crea E Innova.
630665bc9fa239004bddfc1c,Sise
630665bc9fa239004bddfc23,Avansys
630665bc9fa239004bddfc2d,Maria Montessori
630665bc9fa239004bddfc39,Istp Argentina
630665bc9fa239004bddfc40,Upn
630665bc9fa239004bddfc47,Santa Rosa
630665bc9fa239004bddfc50,Universidad Cesar Vallejo
630665bc9fa239004bddfc57,Universidad Cesar Vallejo
630665bc9fa239004bddfc63,Certus
630665bc9fa239004bddfc6c,Británico
630665bc9fa239004bddfc6c,Trilce
630665bc9fa239004bddfc73,Certus
630665bc9fa239004bddfc7a,Idar
630665bc9fa239004bddfc81,Certus Ifb
630665bc9fa239004bddfc88,Ate-lima
630665bc9fa239004bddfc88,I.e San Antonio De Padua
630665bc9fa239004bddfc8f,Certus Ifb
630665bc9fa239004bddfca0,I.s.p Ifb Certus
630665bc9fa239004bddfca8,Instituto Superior Tecnológico Santa Rosa
630665bc9fa239004bddfcae,Cepeban
630665bc9fa239004bddfcb6,Universidad Nacional Federico Villarreal
630665bc9fa239004bddfcbd,Icpna
630665bc9fa239004bddfcbd,San Ignacio De Loyola
630665bc9fa239004bddfcc7,Instituto Zeguel Ipae
630665bc9fa239004bddfcc7,“solidaridad Lll – Comun” Secundaria
630665bc9fa239004bddfcd6,San Ignacio De Loyola
630665bc9fa239004bddfcd6,Senati
630665bc9fa239004bddfcdf,Instituto Cibertec
630665bc9fa239004bddfcdf,Instituto Cepea
630665bc9fa239004bddfcee,Universidad Cesar Vallejo
630665bc9fa239004bddfcf4,Universidad Catolica De Santa Maria
630665bc9fa239004bddfd00,Universidad San Martín De Porres
630665bc9fa239004bddfd07,Universidad Privada Del Norte
630665bc9fa239004bddfd0e,Universidad San Martin De Porres
630665bc9fa239004bddfd0e,Universidad Católica Santo Toribio De Mogrovejo
630665bc9fa239004bddfd18,Universidad Nacional De Piura
630665bc9fa239004bddfd1f,Certus
630665bc9fa239004bddfd26,Universidad Peruana De Ciencias Aplicadas (upc)
630665bc9fa239004bddfd26,Instituto Cibertec
